timestamp,AmbientLightSensor
1666317089458,501.9975280761719
1666317089561,501.9975280761719
1666317089677,501.9975280761719
1666317089794,501.9975280761719
1666317089894,501.9975280761719
1666317090012,501.9975280761719
1666317090128,501.9975280761719
1666317090228,501.9975280761719
1666317090345,501.9975280761719
1666317090444,501.9975280761719
1666317090544,501.9975280761719
1666317090661,501.9975280761719
1666317090761,501.9975280761719
1666317090862,501.9975280761719
1666317090899,396.967529296875
1666317090962,396.967529296875
1666317091001,332.0325012207031
1666317091062,332.0325012207031
1666317091162,332.0325012207031
1666317091211,427.0050048828125
1666317091262,427.0050048828125
1666317091311,488.0250244140625
1666317091363,488.0250244140625
1666317091462,488.0250244140625
1666317091578,488.0250244140625
1666317091679,488.0250244140625
1666317091779,488.0250244140625
1666317091894,488.0250244140625
1666317091994,488.0250244140625
1666317092094,488.0250244140625
1666317092210,488.0250244140625
1666317092311,488.0250244140625
1666317092412,488.0250244140625
1666317092513,488.0250244140625
1666317092615,488.0250244140625
1666317092727,488.0250244140625
1666317092843,488.0250244140625
1666317092943,488.0250244140625
1666317093045,488.0250244140625
1666317093145,488.0250244140625
1666317093245,488.0250244140625
1666317093345,488.0250244140625
1666317093458,488.0250244140625
1666317093559,488.0250244140625
1666317093659,488.0250244140625
1666317093759,488.0250244140625
1666317093859,488.0250244140625
1666317093959,488.0250244140625
1666317094060,488.0250244140625
1666317094175,488.0250244140625
1666317094275,488.0250244140625
1666317094391,488.0250244140625
1666317094491,488.0250244140625
1666317094592,488.0250244140625
1666317094709,488.0250244140625
1666317094824,488.0250244140625
1666317094925,488.0250244140625
1666317095025,488.0250244140625
1666317095142,488.0250244140625
1666317095244,488.0250244140625
1666317095345,488.0250244140625
1666317095458,488.0250244140625
1666317095558,488.0250244140625
1666317095674,488.0250244140625
1666317095790,488.0250244140625
1666317095890,488.0250244140625
1666317096007,488.0250244140625
1666317096108,488.0250244140625
1666317096209,488.0250244140625
1666317096323,488.0250244140625
1666317096423,488.0250244140625
1666317096523,488.0250244140625
1666317096623,488.0250244140625
1666317096723,488.0250244140625
1666317096840,488.0250244140625
1666317096957,488.0250244140625
1666317097073,488.0250244140625
1666317097174,488.0250244140625
1666317097207,425.9925231933594
1666317097275,425.9925231933594
1666317097375,425.9925231933594
1666317097415,500.9850158691406
1666317097489,500.9850158691406
1666317097607,500.9850158691406
1666317097722,500.9850158691406
1666317097823,500.9850158691406
1666317097939,500.9850158691406
1666317098056,500.9850158691406
1666317098156,500.9850158691406
1666317098273,500.9850158691406
1666317098373,500.9850158691406
1666317098473,500.9850158691406
1666317098589,500.9850158691406
1666317098705,500.9850158691406
1666317098806,500.9850158691406
1666317098922,500.9850158691406
1666317099022,500.9850158691406
1666317099122,500.9850158691406
1666317099223,500.9850158691406
1666317099323,500.9850158691406
1666317099424,500.9850158691406
1666317099538,500.9850158691406
1666317099655,500.9850158691406
1666317099756,500.9850158691406
1666317099872,500.9850158691406
1666317099988,500.9850158691406
1666317100088,500.9850158691406
1666317100204,500.9850158691406
1666317100304,500.9850158691406
1666317100405,500.9850158691406
1666317100506,500.9850158691406
1666317100515,401.01751708984375
1666317100605,401.01751708984375
1666317100621,504.967529296875
1666317100705,504.967529296875
1666317100821,504.967529296875
1666317100936,504.967529296875
1666317101037,504.967529296875
1666317101154,504.967529296875
1666317101254,504.967529296875
1666317101354,504.967529296875
1666317101469,504.967529296875
1666317101570,504.967529296875
1666317101670,504.967529296875
1666317101787,504.967529296875
1666317101903,504.967529296875
1666317102004,504.967529296875
1666317102104,504.967529296875
1666317102204,504.967529296875
1666317102321,504.967529296875
1666317102422,504.967529296875
1666317102536,504.967529296875
1666317102636,504.967529296875
1666317102754,504.967529296875
1666317102869,504.967529296875
1666317102970,504.967529296875
1666317103085,504.967529296875
1666317103101,429.030029296875
1666317103185,429.030029296875
1666317103203,503.010009765625
1666317103285,503.010009765625
1666317103385,503.010009765625
1666317103501,503.010009765625
1666317103603,503.010009765625
1666317103719,503.010009765625
1666317103835,503.010009765625
1666317103935,503.010009765625
1666317104052,503.010009765625
1666317104169,503.010009765625
1666317104270,503.010009765625
1666317104385,503.010009765625
1666317104486,503.010009765625
1666317104586,503.010009765625
1666317104704,503.010009765625
1666317104820,503.010009765625
1666317104921,503.010009765625
1666317105034,503.010009765625
1666317105134,503.010009765625
1666317105235,503.010009765625
1666317105270,425.9925231933594
1666317105351,425.9925231933594
1666317105375,503.010009765625
1666317105451,503.010009765625
1666317105553,503.010009765625
1666317105668,503.010009765625
1666317105783,503.010009765625
1666317105884,503.010009765625
1666317106000,503.010009765625
1666317106117,503.010009765625
1666317106217,503.010009765625
1666317106319,503.010009765625
1666317106418,503.010009765625
1666317106519,503.010009765625
1666317106633,503.010009765625
1666317106751,503.010009765625
1666317106851,503.010009765625
1666317106966,503.010009765625
1666317107083,503.010009765625
1666317107183,503.010009765625
1666317107236,430.9875183105469
1666317107285,430.9875183105469
1666317107339,503.010009765625
1666317107386,503.010009765625
1666317107486,503.010009765625
1666317107599,503.010009765625
1666317107716,503.010009765625
1666317107817,503.010009765625
1666317107933,503.010009765625
1666317108034,503.010009765625
1666317108136,503.010009765625
1666317108249,503.010009765625
1666317108351,503.010009765625
1666317108451,503.010009765625
1666317108565,503.010009765625
1666317108665,503.010009765625
1666317108766,503.010009765625
1666317108884,503.010009765625
1666317108985,503.010009765625
1666317108993,435.9825134277344
1666317109086,435.9825134277344
1666317109096,504.02252197265625
1666317109198,504.02252197265625
1666317109298,504.02252197265625
1666317109398,504.02252197265625
1666317109515,504.02252197265625
1666317109632,504.02252197265625
1666317109733,504.02252197265625
1666317109847,504.02252197265625
1666317109948,504.02252197265625
1666317110049,504.02252197265625
1666317110150,504.02252197265625
1666317110250,504.02252197265625
1666317110351,504.02252197265625
1666317110464,504.02252197265625
1666317110566,504.02252197265625
1666317110648,441.9900207519531
1666317110681,441.9900207519531
1666317110750,503.010009765625
1666317110781,503.010009765625
1666317110882,503.010009765625
1666317110982,503.010009765625
1666317111097,503.010009765625
1666317111212,503.010009765625
1666317111315,503.010009765625
1666317111430,503.010009765625
1666317111547,503.010009765625
1666317111647,503.010009765625
1666317111747,503.010009765625
1666317111863,503.010009765625
1666317111965,503.010009765625
1666317112080,503.010009765625
1666317112196,503.010009765625
1666317112199,451.9800109863281
1666317112296,451.9800109863281
1666317112396,451.9800109863281
1666317112405,504.967529296875
1666317112513,504.967529296875
1666317112614,504.967529296875
1666317112730,504.967529296875
1666317112830,504.967529296875
1666317112930,504.967529296875
1666317113047,504.967529296875
1666317113146,504.967529296875
1666317113246,504.967529296875
1666317113362,504.967529296875
1666317113478,504.967529296875
1666317113579,504.967529296875
1666317113697,504.967529296875
1666317113750,438.00750732421875
1666317113797,438.00750732421875
1666317113855,503.010009765625
1666317113897,503.010009765625
1666317114012,503.010009765625
1666317114113,503.010009765625
1666317114228,503.010009765625
1666317114346,503.010009765625
1666317114446,503.010009765625
1666317114561,503.010009765625
1666317114677,503.010009765625
1666317114778,503.010009765625
1666317114894,503.010009765625
1666317115013,503.010009765625
1666317115113,503.010009765625
1666317115229,503.010009765625
1666317115329,503.010009765625
1666317115429,503.010009765625
1666317115544,503.010009765625
1666317115646,503.010009765625
1666317115746,503.010009765625
1666317115860,503.010009765625
1666317115977,503.010009765625
1666317116077,503.010009765625
1666317116193,503.010009765625
1666317116293,503.010009765625
1666317116394,503.010009765625
1666317116509,503.010009765625
1666317116627,503.010009765625
1666317116727,503.010009765625
1666317116843,503.010009765625
1666317116959,503.010009765625
1666317117060,503.010009765625
1666317117176,503.010009765625
1666317117293,503.010009765625
1666317117393,503.010009765625
1666317117509,503.010009765625
1666317117625,503.010009765625
1666317117725,503.010009765625
1666317117779,441.9900207519531
1666317117826,441.9900207519531
1666317117885,503.010009765625
1666317117942,503.010009765625
1666317118042,503.010009765625
1666317118159,503.010009765625
1666317118274,503.010009765625
1666317118375,503.010009765625
1666317118475,503.010009765625
1666317118575,503.010009765625
1666317118693,503.010009765625
1666317118793,503.010009765625
1666317118908,503.010009765625
1666317119008,503.010009765625
1666317119124,503.010009765625
1666317119224,503.010009765625
