relative_time,AmbientLightSensor
32796,2433.982666015625
32818,2433.982666015625
32919,2433.982666015625
33019,2433.982666015625
33119,2433.982666015625
33234,2433.982666015625
33333,2433.982666015625
33435,2433.982666015625
33552,2433.982666015625
33653,2433.982666015625
33754,2433.982666015625
33853,2433.982666015625
33968,2433.982666015625
34070,2433.982666015625
34184,2433.982666015625
34285,2433.982666015625
34385,2433.982666015625
34487,2433.982666015625
34601,2433.982666015625
34702,2433.982666015625
34803,2433.982666015625
34904,2433.982666015625
34967,2002.9951171875
35017,2002.9951171875
35070,2436.007568359375
35134,2436.007568359375
35234,2436.007568359375
35350,2436.007568359375
35466,2436.007568359375
35566,2436.007568359375
35682,2436.007568359375
35782,2436.007568359375
35885,2436.007568359375
35984,2436.007568359375
36098,2436.007568359375
36200,2436.007568359375
36300,2436.007568359375
36400,2436.007568359375
36501,2436.007568359375
36601,2436.007568359375
36714,2436.007568359375
36814,2436.007568359375
36932,2436.007568359375
37032,2436.007568359375
37132,2436.007568359375
37248,2436.007568359375
37365,2436.007568359375
37466,2436.007568359375
37549,1854.967529296875
37580,1854.967529296875
37656,2436.007568359375
37682,2436.007568359375
37782,2436.007568359375
37898,2436.007568359375
38015,2436.007568359375
38117,2436.007568359375
38232,2436.007568359375
38350,2436.007568359375
38451,2436.007568359375
38564,2436.007568359375
38683,2436.007568359375
38783,2436.007568359375
38898,2436.007568359375
38998,2436.007568359375
39099,2436.007568359375
39199,2436.007568359375
39299,2436.007568359375
39415,2436.007568359375
39532,2436.007568359375
39633,2436.007568359375
39734,2436.007568359375
39847,2436.007568359375
39962,2436.007568359375
40064,2436.007568359375
40180,2436.007568359375
40297,2436.007568359375
40396,2436.007568359375
40497,2436.007568359375
40546,1725.97509765625
40599,1725.97509765625
40650,2432.97021484375
40700,2432.97021484375
40800,2432.97021484375
40899,2432.97021484375
41012,2432.97021484375
41131,2432.97021484375
41231,2432.97021484375
41331,2432.97021484375
41446,2432.97021484375
41562,2432.97021484375
41662,2432.97021484375
41779,2432.97021484375
41880,2432.97021484375
41980,2432.97021484375
42096,2432.97021484375
42196,2432.97021484375
42298,2432.97021484375
42398,2432.97021484375
42498,2432.97021484375
42598,2432.97021484375
42699,2432.97021484375
42812,2432.97021484375
42913,2432.97021484375
43029,2432.97021484375
43144,2432.97021484375
43246,2432.97021484375
43340,1887.030029296875
43360,1887.030029296875
43445,2430.0
43461,2430.0
43561,2430.0
43662,2430.0
43762,2430.0
43862,2430.0
43978,2430.0
44093,2430.0
44194,2430.0
44310,2430.0
44428,2430.0
44528,2430.0
44644,2430.0
44759,2430.0
44861,2430.0
44976,2430.0
45093,2430.0
45195,2430.0
45309,2430.0
45428,2430.0
45529,2430.0
45630,2430.0
45743,2430.0
45843,2430.0
45959,2430.0
46077,2430.0
46179,2430.0
46293,2430.0
46410,2430.0
46510,2430.0
46546,1887.030029296875
46609,1887.030029296875
46646,2427.030029296875
46710,2427.030029296875
46809,2427.030029296875
46925,2427.030029296875
47042,2427.030029296875
47143,2427.030029296875
47258,2427.030029296875
47359,2427.030029296875
47459,2427.030029296875
47574,2427.030029296875
47690,2427.030029296875
47791,2427.030029296875
47908,2427.030029296875
48009,2427.030029296875
48110,2427.030029296875
48210,2427.030029296875
48325,2427.030029296875
48425,2427.030029296875
48541,2427.030029296875
48658,2427.030029296875
48757,2427.030029296875
48875,2427.030029296875
48975,2427.030029296875
49074,2427.030029296875
49190,2427.030029296875
49308,2427.030029296875
49408,2427.030029296875
49524,2427.030029296875
49542,1893.9825439453125
49625,1893.9825439453125
49646,2427.030029296875
49727,2427.030029296875
49840,2427.030029296875
49954,2427.030029296875
50058,2427.030029296875
50174,2427.030029296875
50274,2427.030029296875
50375,2427.030029296875
50475,2427.030029296875
50575,2427.030029296875
50676,2427.030029296875
50776,2427.030029296875
50876,2427.030029296875
50976,2427.030029296875
51089,2427.030029296875
51205,2427.030029296875
51306,2427.030029296875
51407,2427.030029296875
51507,2427.030029296875
51606,2427.030029296875
51724,2427.030029296875
51823,2427.030029296875
51923,2427.030029296875
52038,2427.030029296875
52139,2427.030029296875
52240,2427.030029296875
52355,2427.030029296875
52455,2427.030029296875
52556,2427.030029296875
52673,2427.030029296875
52773,2427.030029296875
52873,2427.030029296875
52973,2427.030029296875
53072,2427.030029296875
53159,1831.005126953125
53187,1831.005126953125
53288,1831.005126953125
53366,2425.005126953125
53388,2425.005126953125
53488,2425.005126953125
53588,2425.005126953125
53688,2425.005126953125
53789,2425.005126953125
53905,2425.005126953125
54004,2425.005126953125
54105,2425.005126953125
54220,2425.005126953125
54337,2425.005126953125
54437,2425.005126953125
54537,2425.005126953125
54638,2425.005126953125
54755,2425.005126953125
54872,2425.005126953125
54971,2425.005126953125
55072,2425.005126953125
55186,2425.005126953125
55302,2425.005126953125
55403,2425.005126953125
55519,2425.005126953125
55636,2425.005126953125
55736,2425.005126953125
55837,2425.005126953125
55937,2425.005126953125
56037,2425.005126953125
56137,2425.005126953125
56238,2425.005126953125
56338,2425.005126953125
56452,2425.005126953125
56551,2425.005126953125
56652,2425.005126953125
56768,2425.005126953125
56885,2425.005126953125
56985,2425.005126953125
57102,2425.005126953125
57219,2425.005126953125
57319,2425.005126953125
57435,2425.005126953125
57535,2425.005126953125
57635,2425.005126953125
57736,2425.005126953125
