relative_time,AmbientLightSensor
0,505.9800109863281
100,505.9800109863281
201,505.9800109863281
300,505.9800109863281
400,505.9800109863281
516,505.9800109863281
633,505.9800109863281
734,505.9800109863281
850,505.9800109863281
967,505.9800109863281
1068,505.9800109863281
1168,505.9800109863281
1269,505.9800109863281
1318,416.00250244140625
1369,416.00250244140625
1421,515.0250244140625
1469,515.0250244140625
1570,515.0250244140625
1669,515.0250244140625
1770,515.0250244140625
1879,515.0250244140625
1980,515.0250244140625
2082,515.0250244140625
2197,515.0250244140625
2297,515.0250244140625
2415,515.0250244140625
2515,515.0250244140625
2615,515.0250244140625
2730,515.0250244140625
2830,515.0250244140625
2931,515.0250244140625
3048,515.0250244140625
3164,515.0250244140625
3264,515.0250244140625
3380,515.0250244140625
3480,515.0250244140625
3582,515.0250244140625
3684,515.0250244140625
3784,515.0250244140625
3886,515.0250244140625
3905,439.02001953125
3987,439.02001953125
4005,517.9949951171875
4087,517.9949951171875
4198,517.9949951171875
4314,517.9949951171875
4416,517.9949951171875
4517,517.9949951171875
4631,517.9949951171875
4731,517.9949951171875
4831,517.9949951171875
4947,517.9949951171875
5063,517.9949951171875
5164,517.9949951171875
5281,517.9949951171875
5383,517.9949951171875
5484,517.9949951171875
5598,517.9949951171875
5711,517.9949951171875
5814,517.9949951171875
5928,517.9949951171875
6028,517.9949951171875
6074,449.010009765625
6130,449.010009765625
6178,511.9875183105469
6246,511.9875183105469
6346,511.9875183105469
6463,511.9875183105469
6578,511.9875183105469
6679,511.9875183105469
6796,511.9875183105469
6896,511.9875183105469
6997,511.9875183105469
7112,511.9875183105469
7229,511.9875183105469
7329,511.9875183105469
7446,511.9875183105469
7546,511.9875183105469
7646,511.9875183105469
7762,511.9875183105469
7862,511.9875183105469
7962,511.9875183105469
8079,511.9875183105469
8141,445.02752685546875
8194,445.02752685546875
8246,517.9949951171875
8295,517.9949951171875
8410,517.9949951171875
8510,517.9949951171875
8611,517.9949951171875
8727,517.9949951171875
8830,517.9949951171875
8944,517.9949951171875
9061,517.9949951171875
9161,517.9949951171875
9277,517.9949951171875
9393,517.9949951171875
9494,517.9949951171875
9610,517.9949951171875
9727,517.9949951171875
9827,517.9949951171875
9943,517.9949951171875
10044,517.9949951171875
10145,517.9949951171875
10257,517.9949951171875
10358,517.9949951171875
10459,517.9949951171875
10560,517.9949951171875
10677,517.9949951171875
10777,517.9949951171875
10893,517.9949951171875
11009,517.9949951171875
11110,517.9949951171875
11226,517.9949951171875
11343,517.9949951171875
11444,517.9949951171875
11560,517.9949951171875
11660,446.9850158691406
11761,521.0325317382812
11876,521.0325317382812
11978,521.0325317382812
12078,521.0325317382812
12192,521.0325317382812
12292,521.0325317382812
12392,521.0325317382812
12508,521.0325317382812
12626,521.0325317382812
12726,521.0325317382812
12827,521.0325317382812
12927,521.0325317382812
13028,521.0325317382812
13141,521.0325317382812
13257,521.0325317382812
13310,449.010009765625
13360,449.010009765625
13414,515.9700317382812
13474,515.9700317382812
13575,515.9700317382812
13691,515.9700317382812
13808,515.9700317382812
13908,515.9700317382812
14025,515.9700317382812
14125,515.9700317382812
14225,515.9700317382812
14340,515.9700317382812
14456,515.9700317382812
14557,515.9700317382812
14673,515.9700317382812
14773,515.9700317382812
14862,447.9975280761719
14873,447.9975280761719
14965,516.9825439453125
14973,516.9825439453125
15073,516.9825439453125
15173,516.9825439453125
15290,516.9825439453125
15390,516.9825439453125
15491,516.9825439453125
15606,516.9825439453125
15721,516.9825439453125
15822,516.9825439453125
15922,516.9825439453125
16022,516.9825439453125
16124,516.9825439453125
16225,516.9825439453125
16308,452.9925231933594
16325,452.9925231933594
16414,520.02001953125
16426,520.02001953125
16539,520.02001953125
16639,520.02001953125
16739,520.02001953125
16855,520.02001953125
16957,520.02001953125
17057,520.02001953125
17173,520.02001953125
17290,520.02001953125
17390,520.02001953125
17505,520.02001953125
17623,520.02001953125
17723,520.02001953125
17758,457.9875183105469
17825,457.9875183105469
17858,521.0325317382812
17925,521.0325317382812
18038,521.0325317382812
18154,521.0325317382812
18271,521.0325317382812
18373,521.0325317382812
18486,521.0325317382812
18587,521.0325317382812
18690,521.0325317382812
18804,521.0325317382812
18905,521.0325317382812
19006,521.0325317382812
19100,447.9975280761719
19122,447.9975280761719
19204,521.0325317382812
19223,521.0325317382812
19323,521.0325317382812
19438,521.0325317382812
19539,521.0325317382812
19639,521.0325317382812
19753,521.0325317382812
19870,521.0325317382812
19971,521.0325317382812
20087,521.0325317382812
20188,521.0325317382812
20288,521.0325317382812
20404,521.0325317382812
20505,521.0325317382812
20604,521.0325317382812
20720,521.0325317382812
20835,521.0325317382812
20936,521.0325317382812
21037,521.0325317382812
21137,521.0325317382812
21237,521.0325317382812
21352,521.0325317382812
21468,521.0325317382812
21569,521.0325317382812
21685,452.9925231933594
21789,521.9775390625
21800,521.9775390625
21901,521.9775390625
22001,521.9775390625
22102,521.9775390625
22203,521.9775390625
22303,521.9775390625
22419,521.9775390625
22519,521.9775390625
22634,521.9775390625
22734,521.9775390625
22834,521.9775390625
22929,456.030029296875
22951,456.030029296875
23033,517.9949951171875
23051,517.9949951171875
23151,517.9949951171875
23251,517.9949951171875
23352,517.9949951171875
23468,517.9949951171875
23583,517.9949951171875
23700,517.9949951171875
23801,517.9949951171875
23902,517.9949951171875
24002,517.9949951171875
24103,517.9949951171875
24217,517.9949951171875
24333,517.9949951171875
24435,517.9949951171875
24548,517.9949951171875
24648,517.9949951171875
24749,517.9949951171875
24866,517.9949951171875
24967,517.9949951171875
25067,517.9949951171875
25168,517.9949951171875
25283,517.9949951171875
25304,460.01251220703125
25384,460.01251220703125
25409,520.02001953125
25485,520.02001953125
25585,520.02001953125
25685,520.02001953125
25800,520.02001953125
25900,520.02001953125
26015,520.02001953125
26131,520.02001953125
26249,520.02001953125
26350,520.02001953125
26446,460.01251220703125
26465,460.01251220703125
26545,521.9775390625
26564,521.9775390625
26665,521.9775390625
26782,521.9775390625
26900,521.9775390625
27000,521.9775390625
27114,521.9775390625
27214,521.9775390625
27316,521.9775390625
27432,521.9775390625
27548,521.9775390625
27582,462.9825134277344
27648,462.9825134277344
27683,520.02001953125
27766,520.02001953125
27866,520.02001953125
27981,520.02001953125
28081,520.02001953125
28181,520.02001953125
28297,520.02001953125
28397,520.02001953125
28497,520.02001953125
28614,520.02001953125
28714,520.02001953125
28814,520.02001953125
28930,520.02001953125
29045,520.02001953125
29147,520.02001953125
29264,520.02001953125
29365,520.02001953125
29465,520.02001953125
29579,520.02001953125
29696,520.02001953125
29750,463.9950256347656
29796,463.9950256347656
29855,522.9900512695312
29912,522.9900512695312
30012,522.9900512695312
30112,522.9900512695312
30212,522.9900512695312
30330,522.9900512695312
30446,522.9900512695312
30545,522.9900512695312
30645,522.9900512695312
30762,522.9900512695312
30785,461.97003173828125
30879,461.97003173828125
30889,522.9900512695312
30980,522.9900512695312
31096,522.9900512695312
31196,522.9900512695312
31296,522.9900512695312
31412,522.9900512695312
31528,522.9900512695312
31628,522.9900512695312
31729,522.9900512695312
31818,466.02001953125
31843,466.02001953125
31926,521.0325317382812
31959,521.0325317382812
32059,521.0325317382812
32160,521.0325317382812
32260,521.0325317382812
32361,521.0325317382812
32475,521.0325317382812
32576,521.0325317382812
32693,521.0325317382812
32794,521.0325317382812
32853,462.9825134277344
32894,462.9825134277344
32954,521.0325317382812
32994,521.0325317382812
33095,521.0325317382812
33196,521.0325317382812
33309,521.0325317382812
33410,521.0325317382812
33510,521.0325317382812
33628,521.0325317382812
33729,521.0325317382812
33830,521.0325317382812
33930,521.0325317382812
34043,521.0325317382812
34144,521.0325317382812
34260,521.0325317382812
34376,521.0325317382812
34477,521.0325317382812
34593,521.0325317382812
34710,521.0325317382812
34811,521.0325317382812
34924,521.0325317382812
35026,521.0325317382812
35126,521.0325317382812
35242,521.0325317382812
35344,521.0325317382812
35444,521.0325317382812
35544,521.0325317382812
35656,521.0325317382812
35758,521.0325317382812
35853,468.9900207519531
35877,468.9900207519531
35954,521.0325317382812
35977,521.0325317382812
36077,521.0325317382812
36192,521.0325317382812
36293,521.0325317382812
36392,521.0325317382812
36509,521.0325317382812
36610,521.0325317382812
36710,521.0325317382812
36825,521.0325317382812
36941,521.0325317382812
37042,521.0325317382812
37158,521.0325317382812
37275,521.0325317382812
37375,521.0325317382812
37490,521.0325317382812
37608,521.0325317382812
37708,521.0325317382812
37824,521.0325317382812
37941,521.0325317382812
38042,521.0325317382812
38158,521.0325317382812
38274,521.0325317382812
38375,521.0325317382812
38476,521.0325317382812
38576,521.0325317382812
38676,521.0325317382812
38790,521.0325317382812
38889,521.0325317382812
38990,521.0325317382812
39090,521.0325317382812
39191,521.0325317382812
39292,521.0325317382812
39392,521.0325317382812
39506,521.0325317382812
39606,521.0325317382812
39723,521.0325317382812
39838,521.0325317382812
39939,521.0325317382812
40055,521.0325317382812
