relative_time,AmbientLightSensor
0,2232.967529296875
103,2232.967529296875
203,2232.967529296875
305,2232.967529296875
411,2232.967529296875
522,2232.967529296875
623,2232.967529296875
726,2232.967529296875
843,2232.967529296875
954,2232.967529296875
1057,2232.967529296875
1171,2232.967529296875
1279,2232.967529296875
1394,2232.967529296875
1505,2232.967529296875
1608,2232.967529296875
1722,2232.967529296875
1828,2232.967529296875
1944,2232.967529296875
2054,2232.967529296875
2159,2232.967529296875
2273,2232.967529296875
2388,2232.967529296875
2510,2232.967529296875
2623,2232.967529296875
2676,1712.0025634765625
2738,1712.0025634765625
2774,2326.9951171875
2839,2326.9951171875
2960,2326.9951171875
3072,2326.9951171875
3175,2326.9951171875
3286,2326.9951171875
3387,2326.9951171875
3488,2326.9951171875
3594,2326.9951171875
3710,2326.9951171875
3821,2326.9951171875
3940,2326.9951171875
4057,2326.9951171875
4170,2326.9951171875
4289,2326.9951171875
4401,2326.9951171875
4502,2326.9951171875
4604,2326.9951171875
4704,2326.9951171875
4804,2326.9951171875
4908,2326.9951171875
5027,2326.9951171875
5135,2326.9951171875
5236,2326.9951171875
5341,2326.9951171875
5450,2326.9951171875
5557,2326.9951171875
5669,1689.99755859375
5776,2225.002685546875
5886,2225.002685546875
5987,2225.002685546875
6107,2225.002685546875
6219,2225.002685546875
6322,2225.002685546875
6435,2225.002685546875
6541,2225.002685546875
6659,2225.002685546875
6770,2225.002685546875
6870,2225.002685546875
6982,2225.002685546875
7084,2225.002685546875
7201,2225.002685546875
7308,2225.002685546875
7420,2225.002685546875
7533,2225.002685546875
7637,2225.002685546875
7751,2225.002685546875
7855,2225.002685546875
7977,2225.002685546875
8086,2225.002685546875
8207,2225.002685546875
8312,2225.002685546875
8418,2225.002685546875
8524,2225.002685546875
8642,2225.002685546875
8751,2225.002685546875
8852,2225.002685546875
8953,2225.002685546875
9068,2225.002685546875
9183,2225.002685546875
9284,2225.002685546875
9301,1789.02001953125
9383,1789.02001953125
9407,2328.007568359375
9500,2328.007568359375
9624,2328.007568359375
9737,2328.007568359375
9855,2328.007568359375
9968,2328.007568359375
10078,2328.007568359375
10182,2328.007568359375
10282,2328.007568359375
10382,2328.007568359375
10482,2328.007568359375
10588,2328.007568359375
10698,2328.007568359375
10797,2328.007568359375
10907,2328.007568359375
11015,2328.007568359375
11115,2328.007568359375
11221,2328.007568359375
11340,2328.007568359375
11447,2328.007568359375
11555,2328.007568359375
11664,2328.007568359375
11767,2328.007568359375
11888,2328.007568359375
12004,2328.007568359375
12112,2328.007568359375
12215,2328.007568359375
12325,2328.007568359375
12437,2328.007568359375
12549,2328.007568359375
12665,2328.007568359375
12705,1664.010009765625
12781,1664.010009765625
12815,2326.9951171875
12881,2326.9951171875
12981,2326.9951171875
13081,2326.9951171875
13182,2326.9951171875
13281,2326.9951171875
13384,2326.9951171875
13496,2326.9951171875
13597,2326.9951171875
13697,2326.9951171875
13798,2326.9951171875
13917,2326.9951171875
14028,2326.9951171875
14136,2326.9951171875
14246,2326.9951171875
14347,2326.9951171875
14464,2326.9951171875
14564,2326.9951171875
14672,2326.9951171875
14781,2326.9951171875
14901,2326.9951171875
15020,2326.9951171875
15128,2326.9951171875
15245,2326.9951171875
15346,2326.9951171875
15448,2326.9951171875
15565,2326.9951171875
15682,2326.9951171875
15793,2326.9951171875
15893,2326.9951171875
16002,2326.9951171875
16113,2326.9951171875
16229,2326.9951171875
16334,1667.9925537109375
16335,1667.9925537109375
16427,2304.989990234375
16444,2304.989990234375
16546,2304.989990234375
16646,2304.989990234375
16746,2304.989990234375
16845,2304.989990234375
16946,2304.989990234375
17049,2304.989990234375
17162,2304.989990234375
17267,2304.989990234375
17377,2304.989990234375
17483,2304.989990234375
17597,2304.989990234375
17715,2304.989990234375
17827,2304.989990234375
17935,2304.989990234375
18044,2304.989990234375
18145,2304.989990234375
18245,2304.989990234375
18361,2304.989990234375
18461,2304.989990234375
18566,2304.989990234375
18677,2304.989990234375
18799,2304.989990234375
18910,2304.989990234375
19027,2304.989990234375
19134,2304.989990234375
19250,2304.989990234375
19363,2304.989990234375
19478,2304.989990234375
19594,2304.989990234375
19710,2304.989990234375
19729,1892.9700927734375
19811,1892.9700927734375
19833,2322.0
19911,2322.0
20023,2322.0
20126,2322.0
20226,2322.0
20327,2322.0
20443,2322.0
20543,2322.0
20644,2322.0
20755,2322.0
20859,2322.0
20960,2322.0
21060,2322.0
21166,2322.0
21279,2322.0
21395,2322.0
21510,2322.0
21624,2322.0
21731,2322.0
21842,2322.0
21943,2322.0
22043,2322.0
22143,2322.0
22246,2322.0
22358,2322.0
22467,2322.0
22577,2322.0
22624,1929.01513671875
22689,1929.01513671875
22724,2319.97509765625
22788,2319.97509765625
22891,2319.97509765625
22998,2319.97509765625
23108,2319.97509765625
23215,2319.97509765625
23326,2319.97509765625
23440,2319.97509765625
23540,2319.97509765625
23650,2319.97509765625
23757,2319.97509765625
23862,2319.97509765625
23979,2319.97509765625
24095,2319.97509765625
24206,2319.97509765625
24306,2319.97509765625
24424,2319.97509765625
24523,2319.97509765625
24625,2319.97509765625
24725,2319.97509765625
24840,2319.97509765625
24940,2319.97509765625
25042,2319.97509765625
25160,2319.97509765625
25211,1828.9801025390625
25274,1828.9801025390625
25323,2228.985107421875
25378,2228.985107421875
25493,2228.985107421875
