relative_time,AmbientLightSensor
0,501.9975280761719
103,501.9975280761719
219,501.9975280761719
336,501.9975280761719
436,501.9975280761719
554,501.9975280761719
670,501.9975280761719
770,501.9975280761719
887,501.9975280761719
986,501.9975280761719
1086,501.9975280761719
1203,501.9975280761719
1303,501.9975280761719
1404,501.9975280761719
1441,396.967529296875
1504,396.967529296875
1543,332.0325012207031
1604,332.0325012207031
1704,332.0325012207031
1753,427.0050048828125
1804,427.0050048828125
1853,488.0250244140625
1905,488.0250244140625
2004,488.0250244140625
2120,488.0250244140625
2221,488.0250244140625
2321,488.0250244140625
2436,488.0250244140625
2536,488.0250244140625
2636,488.0250244140625
2752,488.0250244140625
2853,488.0250244140625
2954,488.0250244140625
3055,488.0250244140625
3157,488.0250244140625
3269,488.0250244140625
3385,488.0250244140625
3485,488.0250244140625
3587,488.0250244140625
3687,488.0250244140625
3787,488.0250244140625
3887,488.0250244140625
4000,488.0250244140625
4101,488.0250244140625
4201,488.0250244140625
4301,488.0250244140625
4401,488.0250244140625
4501,488.0250244140625
4602,488.0250244140625
4717,488.0250244140625
4817,488.0250244140625
4933,488.0250244140625
5033,488.0250244140625
5134,488.0250244140625
5251,488.0250244140625
5366,488.0250244140625
5467,488.0250244140625
5567,488.0250244140625
5684,488.0250244140625
5786,488.0250244140625
5887,488.0250244140625
6000,488.0250244140625
6100,488.0250244140625
6216,488.0250244140625
6332,488.0250244140625
6432,488.0250244140625
6549,488.0250244140625
6650,488.0250244140625
6751,488.0250244140625
6865,488.0250244140625
6965,488.0250244140625
7065,488.0250244140625
7165,488.0250244140625
7265,488.0250244140625
7382,488.0250244140625
7499,488.0250244140625
7615,488.0250244140625
7716,488.0250244140625
7749,425.9925231933594
7817,425.9925231933594
7917,425.9925231933594
7957,500.9850158691406
8031,500.9850158691406
8149,500.9850158691406
8264,500.9850158691406
8365,500.9850158691406
8481,500.9850158691406
8598,500.9850158691406
8698,500.9850158691406
8815,500.9850158691406
8915,500.9850158691406
9015,500.9850158691406
9131,500.9850158691406
9247,500.9850158691406
9348,500.9850158691406
9464,500.9850158691406
9564,500.9850158691406
